"Risk_Score","kappa"
"D1_Risk",0.0552872606161527
"D2_Risk",0.0498575498575498
"D3_Risk",0.201918223119635
"D4_Risk",-0.212564203871987
"D5_Risk",0.207478890229192
"D6_Risk",-0.0641868904513499
"Overall_Risk",-0.175204918032787
